"bid","type","label","image","text"
"1","focus_footer_european_commission","FOCUS footer european commission","/var/www/focus/platform/themes/focus/images/footer-bean/flag_ec.jpg","This web page is part of the project / joint action '664367 / FOCUS' which has received funding from the European Union’s Health Programme (2014-2020)."
