"bid","type","label","title","image1","image2","image3"
"1","focus_homepage_3_columns","FOCUS homepage highlights","FOCUS Highlights","/var/www/html/fpfis-cms/themes/eiponaha2/images/header-bean/image1.jpg","/var/www/html/fpfis-cms/themes/eiponaha2/images/header-bean/image2.jpg","/var/www/html/fpfis-cms/themes/eiponaha2/images/header-bean/image3.jpg"
